City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,general roca,-39.0333,-67.5833,22.57,28,80,3.84,AR,1695835554
365,kavieng,-2.5744,150.7967,26.01,87,100,4.15,PG,1695835402
366,oamaru,-45.0784,170.9801,6.32,90,100,1.23,NZ,1695835555
367,uturoa,-16.7333,-151.4333,25.67,78,15,9.31,PF,1695835555
368,alaghsas,17.0187,8.0168,39.47,6,17,8.33,NE,1695835314
369,galesong,-5.3166,119.3661,26.01,54,96,1.22,ID,1695835556
370,selkirk,50.1436,-96.8845,21.16,68,0,3.58,CA,1695835556
371,port lincoln,-34.7333,135.8667,12.52,80,0,3.09,AU,1695835557
372,beau vallon,-20.4189,57.6953,23.13,78,75,5.14,MU,1695835557
373,ikom,5.9667,8.7063,26.18,91,97,1.22,NG,1695835557
374,tagta,41.6504,59.9164,18.97,48,0,3.09,TM,1695835558
375,sitka,57.0531,-135.33,11.94,94,100,2.06,US,1695835558
376,rikaze,29.25,88.8833,12.79,46,0,1.96,CN,1695835559
377,macau,22.2006,113.5461,29.92,84,40,3.09,MO,1695835379
378,mili,6.0815,171.735,28.43,75,91,3.3,MH,1695835559
379,poronaysk,49.2167,143.1167,10.81,94,22,1.28,RU,1695835560
380,lorengau,-2.0226,147.2712,26.29,86,96,3.09,PG,1695835560
381,leninskiy,54.2781,37.4558,13.27,60,8,1.25,RU,1695835561
382,odda,60.0691,6.5457,15.43,84,98,1.96,NO,1695835561
383,mahdishahr,35.7108,53.3556,15.84,61,79,2.55,IR,1695835562
384,murzuq,25.9155,13.9184,28.38,18,0,0.97,LY,1695835562
385,san fernando de apure,7.8878,-67.4724,33.33,57,4,1.69,VE,1695835563
386,laguna,38.421,-121.4238,25.35,64,0,2.57,US,1695835563
387,kargil,34.5667,76.1,9.96,29,11,2.74,IN,1695835564
388,kavaratti,10.5669,72.642,28.1,76,100,6.6,IN,1695835564
389,misliyah,17.4599,42.5572,32.46,60,7,1.7,SA,1695835564
390,oltinko'l,40.8011,72.1634,21.28,23,83,1.72,UZ,1695835565
391,kittila,67.6647,24.8936,11.08,93,100,4.63,FI,1695835324
392,pangani,-5.4333,38.9667,25.01,85,2,5.77,TZ,1695835566
393,jindabyne,-36.4167,148.6333,5.22,94,30,1.12,AU,1695835566
394,rongelap,11.1635,166.8941,28.31,75,95,3.04,MH,1695835281
395,irtyshsk,53.3333,75.4572,12.73,85,88,3.67,KZ,1695835567
396,illizi,26.4833,8.4667,34.89,14,0,6.8,DZ,1695835567
397,bo rai,12.5728,102.5371,23.15,100,100,1.73,TH,1695835567
398,mianyang,31.4593,104.7542,19.38,90,100,1.05,CN,1695835568
399,notodden,59.5594,9.2585,14.28,85,20,0.0,NO,1695835568
400,challapata,-18.9,-66.7667,17.69,21,4,6.57,BO,1695835569
401,ijebu-igbo,6.9798,4.0033,30.75,85,91,1.99,NG,1695835569
402,zhanaozen,43.3,52.8,21.27,32,0,3.18,KZ,1695835570
403,karabash,55.4808,60.2157,11.33,77,100,1.83,RU,1695835570
404,protaras,35.0125,34.0583,28.32,90,0,3.82,CY,1695835570
405,ta`u,-14.2336,-169.5144,26.1,73,64,7.12,AS,1695835571
406,kitimat,54.0524,-128.6534,13.21,62,100,1.34,CA,1695835571
407,hovd,48.0056,91.6419,-2.49,68,26,3.6,MN,1695835571
408,lae,-6.7221,146.9847,24.42,89,100,0.7,PG,1695835572
409,puerto deseado,-47.7503,-65.8938,11.76,49,100,4.96,AR,1695835572
410,brokopondo,4.75,-55.1667,33.62,45,94,1.17,SR,1695835573
411,mersing,2.4312,103.8405,25.95,78,20,3.6,MY,1695835574
412,tayu,-6.5397,111.0518,25.65,75,58,3.83,ID,1695835574
413,fortuna,40.5982,-124.1573,15.52,96,100,0.0,US,1695835574
414,hancheng,32.5186,112.3522,19.72,79,85,2.45,CN,1695835575
415,bollnas,61.3482,16.3946,13.9,87,43,4.29,SE,1695835576
416,golpayegan,33.4537,50.2884,18.62,24,5,1.62,IR,1695835577
417,paidha,2.4167,30.9855,16.98,93,54,1.67,UG,1695835577
418,cidreira,-30.1811,-50.2056,16.12,77,100,8.56,BR,1695835578
419,mwinilunga,-11.7358,24.4293,22.74,52,99,2.97,ZM,1695835578
420,raja,8.4596,25.678,23.03,87,92,1.57,SS,1695835578
421,baker city,44.7749,-117.8344,15.84,41,20,4.12,US,1695835332
422,thunder bay,48.4001,-89.3168,18.95,68,20,5.66,CA,1695835319
423,rivne,50.6231,26.2274,21.15,51,9,3.24,UA,1695835579
424,naryn,41.4287,75.9911,9.84,28,1,2.64,KG,1695835580
425,aripuana,-9.1667,-60.6333,38.18,27,22,1.07,BR,1695835580
426,hasaki,35.7333,140.8333,24.05,89,34,3.56,JP,1695835581
427,talata mafara,12.5732,6.0597,35.01,40,31,0.89,NG,1695835581
428,den burg,53.0542,4.7972,20.54,79,100,4.12,NL,1695835582
429,anyang-si,37.3925,126.9269,21.69,100,75,0.51,KR,1695835582
430,cill airne,52.05,-9.5167,15.03,94,100,12.35,IE,1695835583
431,ngaoundere,7.3167,13.5833,21.44,85,80,0.82,CM,1695835583
432,portage,41.1667,-81.1998,20.54,75,75,3.6,US,1695835584
433,kurara,25.9833,79.9833,30.98,54,76,0.55,IN,1695835584
434,dunedin,-45.8742,170.5036,5.45,92,100,0.89,NZ,1695835585
435,paradip garh,20.3167,86.6167,28.05,82,100,3.36,IN,1695835585
436,zabol,32.25,67.25,15.84,13,0,5.28,AF,1695835585
437,naranjal,-2.6667,-79.6167,30.15,64,83,1.45,EC,1695835586
438,yelizovo,53.1873,158.3805,1.08,86,0,5.0,RU,1695835586
439,dwarka,22.2394,68.9678,27.28,75,4,4.65,IN,1695835587
440,suomussalmi,64.8869,28.9078,11.44,95,100,3.04,FI,1695835587
441,toliara,-23.35,43.6667,23.62,79,47,3.89,MG,1695835587
442,la union,-5.4,-80.75,28.81,43,3,4.89,PE,1695835588
443,dauphin,51.1494,-100.0502,20.08,68,75,6.17,CA,1695835528
444,grand-bassam,5.2118,-3.7388,27.98,78,57,3.66,CI,1695835589
445,turkmenbasy,40.0222,52.9552,22.43,33,0,5.14,TM,1695835589
446,east london,-33.0153,27.9116,16.3,72,95,8.97,ZA,1695835589
447,trebic,49.2149,15.8817,21.34,53,0,5.14,CZ,1695835590
448,rutland,43.6167,-73.0162,20.14,61,0,1.54,US,1695835590
449,susuman,62.7833,148.1667,-2.55,94,22,1.98,RU,1695835590
450,mejit,10.2753,170.8646,27.5,81,99,3.84,MH,1695835591
451,kishni,27.0247,79.2634,28.64,56,1,1.68,IN,1695835591
452,villa gesell,-37.2639,-56.973,16.14,60,12,4.57,AR,1695835591
453,mana,5.6592,-53.7767,32.23,62,58,5.51,GF,1695835592
454,bam,29.106,58.357,27.36,9,84,1.47,IR,1695835592
455,taroa,8.7058,171.2275,28.33,78,90,3.76,MH,1695835592
456,arraial do cabo,-22.9661,-42.0278,31.92,58,75,4.63,BR,1695835487
457,virac,13.6333,124.2167,22.45,86,24,1.63,PH,1695835593
458,natal,-5.795,-35.2094,30.36,61,40,6.17,BR,1695835378
459,kadom,54.5592,42.4675,11.51,69,44,1.9,RU,1695835594
460,les avirons,-21.2418,55.3394,22.05,69,0,9.26,RE,1695835594
461,kangding,30.0513,101.9603,13.69,99,99,1.4,CN,1695835595
462,saint-philippe,-21.3585,55.7679,23.77,80,27,5.72,RE,1695835595
463,antigonish,45.6169,-61.9986,16.57,79,0,1.34,CA,1695835160
464,maswa,-2.6833,33.9833,27.97,42,90,4.05,TZ,1695835595
465,edd,13.9297,41.6925,33.71,63,60,3.33,ER,1695835596
466,ke-macina,13.9623,-5.3572,39.35,21,18,1.41,ML,1695835596
467,port augusta,-32.5,137.7667,10.54,69,0,2.96,AU,1695835597
468,cobija,-11.0267,-68.7692,35.1,52,40,4.12,BO,1695835597
469,dubbo,-32.25,148.6167,8.07,81,8,4.12,AU,1695835530
470,castelli,-25.9468,-60.6195,24.99,26,42,3.09,AR,1695835598
471,saint croix,17.7397,-64.7388,32.25,75,40,7.2,VI,1695835598
472,ardestan,33.3761,52.3694,21.86,22,0,2.21,IR,1695835598
473,colonia,50.9333,6.95,23.36,62,0,3.6,DE,1695835599
474,dawei,14.0833,98.2,24.35,97,100,2.31,MM,1695835599
475,dakoutun,39.5833,117.2289,15.98,61,5,1.36,CN,1695835599
476,ballina,-28.8667,153.5667,19.32,86,24,2.72,AU,1695835600
477,kalmunai,7.4167,81.8167,25.96,82,100,5.24,LK,1695835600
478,callao,-12.0667,-77.15,21.16,68,75,3.6,PE,1695835601
479,lobujya,27.95,86.8167,-0.26,84,47,0.62,NP,1695835601
480,champerico,14.3,-91.9167,34.3,70,38,3.7,GT,1695835601
481,kill devil hills,36.0307,-75.676,22.21,80,100,8.23,US,1695835602
482,caleta de carquin,-11.0925,-77.6267,20.8,74,88,3.7,PE,1695835602
483,opuwo,-18.0607,13.84,27.45,13,0,2.91,NA,1695835602
484,jiexiu,37.0244,111.9125,16.68,68,2,2.32,CN,1695835603
485,buritizeiro,-17.3511,-44.9622,41.38,17,17,2.35,BR,1695835603
486,beipiao,41.7919,120.7792,12.85,32,0,1.69,CN,1695835603
487,nemuro,43.3236,145.575,16.45,87,100,3.93,JP,1695835604
488,brookings,44.3114,-96.7984,19.19,82,100,5.14,US,1695835339
489,berbera,10.4396,45.0143,31.69,71,37,3.38,SO,1695835604
490,darab,28.7519,54.5444,28.1,21,15,1.21,IR,1695835605
491,ochsenfurt,49.6643,10.0623,21.8,59,36,1.78,DE,1695835605
492,kencong,-8.2833,113.3667,23.08,93,88,0.29,ID,1695835605
493,launceston,-41.45,147.1667,8.78,93,40,4.12,AU,1695835606
494,hamilton,39.1834,-84.5333,21.78,93,100,3.09,US,1695835585
495,tongchuanshi,35.0806,109.0897,15.78,89,34,1.2,CN,1695835606
496,kolyvan',55.3053,82.7391,8.79,61,100,3.59,RU,1695835607
497,nueva imperial,-38.7333,-72.95,12.36,65,100,2.3,CL,1695835364
498,sinop,41.7711,34.8709,16.16,88,0,1.33,TR,1695835607
499,okhotsk,59.3833,143.3,5.13,76,89,1.85,RU,1695835608
500,kolonia town,6.964,158.206,25.0,100,100,1.54,FM,1695835609
501,obidos,-1.9175,-55.5181,38.8,28,37,3.3,BR,1695835609
502,nikol'sk,53.7189,46.0712,10.98,69,46,2.23,RU,1695835609
503,xiva,41.3783,60.3639,15.99,29,0,5.43,UZ,1695835610
504,benghazi,32.1167,20.0667,24.77,64,2,5.08,LY,1695835610
505,newborough,52.6389,-0.2233,20.06,83,40,5.14,GB,1695835611
506,whitecourt,54.1502,-115.6855,11.58,62,20,4.12,CA,1695835611
507,khorugh,37.4897,71.553,11.31,50,27,2.38,TJ,1695835611
508,caxias,38.7031,-9.2767,26.9,59,0,5.14,PT,1695835612
509,portoferraio,42.8115,10.3146,26.71,78,0,1.03,IT,1695835612
510,selendi,38.7444,28.8678,19.29,72,96,2.44,TR,1695835612
511,qarazhal,48.0078,70.7903,14.49,67,55,2.68,KZ,1695835613
512,okhansk,57.7186,55.3877,10.04,75,57,2.24,RU,1695835613
513,gebeit,21.0667,36.3167,33.17,23,47,2.58,SD,1695835613
514,pacocha,-17.5833,-71.3333,19.08,73,100,2.06,PE,1695835614
515,sola,-13.8833,167.55,25.05,82,100,10.89,VU,1695835614
516,acarau,-2.8856,-40.12,30.49,55,57,9.17,BR,1695835614
517,carlow,52.8408,-6.9261,16.18,87,93,14.53,IE,1695835615
518,hebron,31.5333,35.1,22.72,49,0,2.57,PS,1695835615
519,nizhnyaya salda,58.0776,60.7202,10.08,79,94,2.76,RU,1695835615
520,rufino,-34.2683,-62.7126,23.23,11,0,4.34,AR,1695835616
521,luena,-11.7833,19.9167,24.1,57,61,3.09,AO,1695835616
522,golfito,8.639,-83.166,30.57,67,92,1.93,CR,1695835616
523,boende,-0.2167,20.8667,23.78,92,85,2.4,CD,1695835617
524,naze,28.3667,129.4833,25.51,83,11,3.47,JP,1695835580
525,lodja,-3.4833,23.4333,23.41,83,100,0.8,CD,1695835617
526,n'zeto,-7.2312,12.8666,23.81,82,47,4.26,AO,1695835618
527,kamaishi,39.2667,141.8833,18.95,90,88,0.13,JP,1695835618
528,szczebrzeszyn,50.695,22.9795,18.33,48,10,3.07,PL,1695835618
529,ad dabbah,18.05,30.95,38.44,20,8,4.51,SD,1695835619
530,amalapuram,16.5833,82.0167,26.22,92,36,0.99,IN,1695835619
531,acapulco de juarez,16.8634,-99.8901,30.9,70,0,3.6,MX,1695835371
532,mitsamiouli,-11.3847,43.2844,26.16,78,20,7.72,KM,1695835620
533,west wodonga,-36.1257,146.8486,8.83,86,1,1.62,AU,1695835621
534,holualoa,19.6228,-155.9522,23.91,73,40,4.12,US,1695835621
535,hashtrud,37.4779,47.0508,16.34,39,1,1.93,IR,1695835621
536,shiqian,27.5225,108.2281,22.78,89,93,1.08,CN,1695835622
537,chinde,26.8418,88.0763,18.57,85,11,2.11,NP,1695835622
538,lazaro cardenas,17.9583,-102.2,30.66,67,7,1.55,MX,1695835623
539,strathalbyn,-35.2667,138.9,10.62,97,0,1.04,AU,1695835623
540,almeirim,-1.5233,-52.5817,37.46,32,52,2.23,BR,1695835623
541,haiku-pauwela,20.9219,-156.3051,25.02,71,40,0.89,US,1695835624
542,uray,60.1247,64.7758,12.71,71,100,3.58,RU,1695835624
543,namdrik,5.5994,168.1028,28.83,75,82,3.98,MH,1695835625
544,el paso,31.8001,-106.2005,27.78,43,20,2.57,US,1695835435
545,ambodifotatra,-16.9833,49.85,24.09,75,34,7.95,MG,1695835625
546,pampa,35.5362,-100.9599,31.98,32,0,4.68,US,1695835626
547,nagqu,31.5,92.0,1.82,80,65,1.95,CN,1695835626
548,aykhal,66.0,111.5,2.19,81,100,8.05,RU,1695835627
549,catalina foothills,32.2979,-110.9187,34.98,19,0,2.06,US,1695835441
550,bangjun,39.9911,117.2628,15.98,33,0,0.95,CN,1695835628
551,astrakhan,46.3497,48.0408,17.93,59,0,0.0,RU,1695835628
552,mount pearl,47.5166,-52.7813,11.64,74,100,3.09,CA,1695835628
553,zakamensk,50.3741,103.2863,5.04,94,100,0.9,RU,1695835629
554,carloforte,39.145,8.3058,22.96,76,1,6.65,IT,1695835629
555,choibalsan,48.0667,114.5,6.3,86,42,3.87,MN,1695835630
556,mranggen,-7.0268,110.5158,27.91,69,93,1.03,ID,1695835630
557,bani walid,31.7566,13.9942,24.34,52,64,7.3,LY,1695835631
558,pokhara,28.2333,83.9833,21.8,85,25,1.7,NP,1695835631
559,rukungiri,-0.8411,29.9419,17.65,90,89,0.56,UG,1695835632
560,ghadamis,30.1337,9.5007,27.04,33,0,5.21,LY,1695835632
561,inhambane,-23.865,35.3833,24.99,88,75,3.6,MZ,1695835633
562,shwebo,22.5667,95.7,28.23,79,74,1.34,MM,1695835634
563,lensk,60.7253,114.9278,4.41,75,100,2.56,RU,1695835634
564,arteche,12.2645,125.4048,25.13,92,92,1.96,PH,1695835634
565,ozery,54.86,38.5506,12.82,67,12,0.81,RU,1695835635
566,tolanaro,-25.0319,46.9987,23.04,83,20,10.8,MG,1695835635
567,pizarro,4.9533,-77.366,29.09,72,52,3.66,CO,1695835635
568,tezu,27.9167,96.1667,25.53,80,1,1.49,IN,1695835636
569,sumy,50.9216,34.8003,18.01,50,7,3.06,UA,1695835636
570,sur,22.5667,59.5289,27.82,51,0,2.12,OM,1695835637
571,kayes,14.0,-11.0,32.8,55,88,1.81,ML,1695835638
572,riviere-du-loup,47.8304,-69.5342,16.15,59,0,1.54,CA,1695835638
573,broome,42.2506,-75.833,19.79,67,0,3.13,US,1695835639
